출처,작성자,날짜,내용,공감,답글수,원댓글ID
광고,@sidewinder6855,2023-07-22,"한국은 이렇게 알리는것이다, 한국의 문화와 대표브랜드 거기에 제품까지 아주 강렬하게
남기는..",2,,
광고,@77Daegu-Hong_Uncle,2023-07-22,"대박이란 말 밖에....한국인으로 태어나서 너무
기쁨...",,,
광고,@user-iw9yf6vm2z,2023-07-22,뭐...? 죽을날을 평생 기다려왓다는거야 그래서...??,3,,
광고,@user-vr2br4sv7j,9개월 전(수정됨),"https://youtu.be/Z8W9PzEVcYM?si=CF_AUIp6OK8YX6tP여기 노래의 의미 있음
많은 사람들은 저 이야기의 핵심을 효심으로 생각했지만 작곡가는 효심이 아닌 심청이의 용기에 대해 생각했고
""그동안 두려워서 하지 못했던 일들을 도전한다""라는 의미에서 이 노래를 만든
거임",,,
광고,@user-xm6ws6zl4m,2023-07-22,"엘지가... ㅇㅇ:;;;
우리가 아는 엘지(?)가 광고를 이렇게나 잘 뽑다니~
말도 안되는...
오 ! 마이 갓 ㅇㅇ:;;",3,,
광고,@KWAN-fo4sp,2023-07-22,"와.. 이거 잘하면 진짜로 나올수도 있을것같은데.. 심지어 목소리도 너무 잘어울
림",,,
광고,@user-zc9cu1of8z,2023-07-22,진짜 핵잘만듦 굿,,,
광고,@OIOIIOIOOIOIOOI,2023-07-22,"디즈니한테 아이디어 뺏기기 전에 레드슈즈 만든 곳에서 이거 영화로 만들어봐봐 존나 흥행할 것
같으니까",5,,
광고,@salt680,2023-07-22,"진짜로 경량형 노트북으로 마야를 수월하게 굴릴 수 있나요??믿을 수 없는데
ㄴㅇㄱ",5,,
광고,@user-jh7kw8hr8n,2023-07-22,"ㅋㅋ가능할리 없죵...아마 포토샵으로 케릭터 디자인 한거를 그램으로 했다고
홍보하는듯..그마저도 아마 디자이너 본인 컴으로 했겠지만..",,,
광고,@user-sp1fv6dr3q,2023-07-22,와ㅜㅜ노래너무좋자나,,,
광고,@MyJunho,2023-07-22,"와우~~ 광고 너무 멋집니다~~ 극장 언제나와요?
보고싶다!!!",,,
광고,@runawaygogo,2023-07-22,무서운 광고네.. 일루미나티..,17,,
광고,@minjikim2da,2023-07-22,"영상봐도 잘 모르겠는데, 어느 부분이 일루미나티에요???
엘지광고같은데",,,
광고,@strapick,2023-07-22,역시 LG는 스마트폰 빼고는 다 잘해..,3,,
광고,@user-sm1bk2xd6p,2023-07-22,참신하고 좋네요.,,,
광고,@슈가미르,2023-07-22,"전통 판소리로 한 것도 궁금하네요~~
줄리아님, 노래 정말 좋으네요!!!",,,
광고,@estj8311,2023-07-22,"성능에 대한 광고를 진작에 했어야지... 애플 맥북처럼...그전엔 뭔휴대성,보조모니터 이런부분에만 포커스를
맞추더니...진부하더군요.... 이번엔 살짝 사고싶어질뻔...했음..",2,,
광고,@user-ee8uu9hb5j,2023-07-22,"인신공양도 '주체적'으로 선택하면 멋진 일이 되는건가요? 애니메이션도 음악도 멋지지만 내용 자체는 무슨
생각이었는지 모르겠네요. 하필 심청전에 하필 인당수가 대목이라니.. ㅎㅎ 헛웃음만 나옵니다.",14,,
광고,@PJ-lt3wd,2023-07-22,우와... 소름돋게 좋다...,2,,
광고,@user-rn5hp8be6s,8개월 전,"대단하다.. 이게 디즈니지.. 근데 디즈니에서 안만든 디즈니네.. 너무 예뻐요. 목소리도
캬…..",,,
광고,@jbee879,2023-07-22,이왕 이렇게된김에 애니화 합니다 !!!,3,,
광고,@user-gp8xg5dv9f,2023-07-22,진짜 공식인줄 ㅋㅋ,4,,
광고,@fromsarang,2023-07-22,그래서 다음편은요!!!!,2,,
광고,@Decen_12,2023-07-22,와 진짜 개잘만들었네,1,,
광고,@user-mm7vf7lc4n,2023-07-22,떡상 각,4,,
광고,@sky-83,2023-07-22,이것이 조선판 겨울왕국이다♡,8,,
광고,@espark4683,2023-07-22,대박감동!!,,,
광고,@hyoleekim,2023-07-22,"지금 이 영상 애니메이션 '심청' 트레일러가 아니라면... 난 너무 속상해...
짱이다..진심..",1,,
광고,@noteworthy98,2023-07-22,디즈니도 pc보다 이런 방식의 메이킹을 꾀하길,3,,
광고,@user-cg9wl5kd1x,2023-07-22,이 노래 풀버전이라든지 어디서 들을 수 있나요 ㅠㅠ,5,,
광고,@user-pk8mw4le9b,2023-07-22,"팬분이 만든 노래에 lg가 협업한거라 아마
없을거예요",1,,
광고,@bickym5415,2023-07-22,너무 잘만들었다...ㅠ,,,
광고,@Day_off13,2023-07-22,"우리나라 디즈니 만큼이나 너무 잘 만드는데요..이거
영화로 만들어주심 안돼나요",,,
광고,@user-qo9ls8no2j,2023-07-22,"근데 심청이 뛰어드는 모습을 너무 밝게 표현한거 같아서 한편으론 아쉬움. 이 장면 사실
슬픈장면인데...",4,,
광고,@cowboyhansolo,2023-07-22,"저기 뱃사람들도 시대 상황이 그래서 저런거지 악당이 아님, 심청이 빠질때 같이 슬퍼하고 공양미 삼백석 주고도
저 마을 지날때마다 아버지 보살펴줌. 아버지도 계속 심청이 말리고 일부러 떠민거 아님, 그 동네 사는 부짓집 마님도 도와줄려고하는데 시간이
어긋남.",4,,
광고,@misomino291,2023-07-22,"역시나 엘지였어!!
이래서 내가 엘지를 사랑하지,
사랑해요 에엘지~️
그리고 이참에 디즈니는
심청전을 당장 영화로 만들자!!
우리만 알고 있기엔 아까운
한국 전래동화 효녀 심청전을 디즈니
애니로 꼭 보고싶다....",1,,
광고,@leegayoung1152,2023-07-22,"다른 유튜브 영상 광고로 보다가 홀리듯 검색해서 다시
보러왔어요",,,
광고,@melstanley5227,2023-07-22,"디즈니 인어공주도 이런 방식으로 각색 되면 누구라도
환호했을텐데",3,,
광고,@deun028,2023-07-22,"어렸을 때부터 동화좋아했던 나는 인지부조화옴..ㅋㅋㅋ 사실 심청이는 자살한거니까.... 후에 연꽃으로 환생하는
거 아니까 그러러니 하는데 사실 실제로는 빠지면서 죽고 끝인 거니까.. 쨌든 인지부조화 안오게 디즈니가 앞 스토리 만들어서 한국 프린세스 만들어주면
좋겠당",6,,
광고,@road_to_wins,2023-07-22,유튜브 광고떠서 보고 놀라서 들어왔어요…,2,,
광고,@saiko-rz7jb,2023-07-22,"멋있다.... 여윽시 가전제품은 LG전자
!!!!!!!!!!!!!!",1,,
광고,@user-oi5uy5yg8y,2023-07-22,"원곡자는 내용 각색한거라는데 영상 연출은 오리지날이랑 크게 다를바 없이 이미 팔려간 상황에서 냅다 저 노래까지
불러버리니까 더 어색해진거라 봅니다
용기를 얻어 모험을 떠나는 느낌으로 가는거라면 심청이가 만반의 준비를 마치고 스스로 배를 몰아 용궁으로 가는 장면으로 표현하는 편이 훨씬 나았겠지요
말로는 이 순간만을 기다려왔다면서 정작 하는 행동은 널빤지 위를 걷고 신발을 벗고 뛰어내린다? 너무 자살암시적인 연출이라 원곡자 의도와 어긋나고
사람들이 이상하게 느낄수밖에 없어요",33,,
광고,@user-cr4vj5uo9s,2023-07-22,이게훨 낫다...,2,,
광고,@sonido7261,2023-07-22,맞아요,2,,
광고,@ji1607,2023-07-22,"이거 한국스타일 공주로 영화 만들면 흥행하겠는데 lg가 만들면 좋겟다
ㅋㅋ",3,,
광고,@user-id2ed6pj4x,2023-07-22,내 동생들이 좋아해서 다행이다 이거 보면은 울어요ㅜㅜ,1,,
광고,@tjgus21k,2023-07-22,좋다....,2,,
광고,@user-qh3us5ro3c,2023-07-22,"LG 광고팀 싹 해고당하고 새로운 사람 고용한거
아니....죠?",6,,
광고,@HAFHHHI,2023-07-22,인신공양 인데ㅋㅋ 미화를 저렇게 한다고?ㄷㄷ,4,,
광고,@NEVERLAND_05,2023-07-22,"우리나라가 만든거라니..대박이다.. 나 이거 첨에 광고 나와서 끝까지
봄..",,,
광고,@kukubab,2023-07-22,헐 대박~~~~~ 좋네요. 엘지 참~~~~,,,
광고,@DD-oi1ur,2023-07-22,"아쉬운건 뒤에 남자캐릭들은 왜 중국모자?겨울여자모자 느낌도 아니고..심지어 못난이처럼 그려나네.
과거에도 한류있어서 고려한복이 원조고, 황비홍옷입던 명나라에 한복 유행생겨서 넘어간 역사가있는데
저건 짬뽕된느낌.
어째든 엘지랑 저캐릭여주는 좋음",7,,
광고,@user-bh1pv9ps7i,2023-07-22,"ㄹㅇ중국모자 살짝
당황;",,,
광고,@user-wm1rf4pt3u,2023-07-22,"원작이나 좀 제대로 읽고 댓 달아라...원래 심청이가 청나라 상인한테
팔려가는 거야",2,,
광고,@linlin5663,2023-07-22,미쳤다,3,,
광고,@brand.m6215,2023-07-22,"속았자나여ㅜㅜ
훌륭한 한국 애니메이션 하나가 또 나왔구나 하고 찾아봤는데 광고였음ㅜㅜ.. 그냥이거 영화로 만들어줘여 꼭
보게",,,
광고,@user-yb4uy8me5l,2023-07-22,"와.. 삼성 애플 다 필요없고 스토리가 너무 마음에 든다. 혁신적이야 이건
ㄹㅇ",1,,
광고,@urdfxw,2023-07-22,"심청전을 각색한 건가? 배에 있던 사람들은 심청이가 죽는 거 안타까워하고 심청이도 3번이나 무너지면서 가까스로
치마를 뒤집어쓰고 인당수에 몸을 던졌는데..... 이렇게 마냥 밝은 스토리는 아닌데..... 이것도 나쁘진
않지만....",5,,
광고,@urdfxw,2023-07-22,"그리고 심청이는 하얀 한복을 입었다고 읽었는데
아닌가?",1,,
광고,@juicylemon4291,2023-07-22,"조회수 1500만에 좋아요 1.2만??? 광고비로 얼마를 쓴겁니까..거의 범내려온다
수준인데요..",3,,
광고,@user-do2gc5ew7w,2023-07-22,목소리 왜이리 이쁨,,,
광고,@user-ns3pl3ph7g,2023-07-22,"와...이거 그냥 이대로 애니 만들면 대박날거같.... ㅠㅜ 궁금하다
뒤가!!!",2,,
광고,@LOVE-ex2hj,2023-07-22,인신제사,9,,
광고,@dbzl,2023-07-22,"노래는 좋긴한데.. 너무 각색한듯... 아버지 눈을 위해 희생하는것을
모험하는것마냥..표현된거같기도...",13,,
광고,@luvluvdarling5238,2023-07-22,"공양미 삼백석 딸 팔아먹는
심봉사",,,
광고,@user-rl1bn4jx1j,2023-07-22,아니 광고좀 못 하다가 사랑합니다,1,,
광고,@user-ci9bi9yz1r,2023-07-22,역시 LG! 사랑해요 LG~!,,,
광고,@user-wi6kg4zz8m,2023-07-22,이런일은 lg가 잘하드라.,5,,
광고,@user-sn1kx1cp8f,2023-07-22,"이기회에 그냥 전편을 만들어서 영화로 개봉하지
심청이 캐릭터 심봉사 캐릭등 어려운 캐릭 디자인 다해놓고 정작 애니화는 뮤직비디오 한편분량...
한국 영화 배급사 하나 섭외하고
스토리 전편 만들어서 한류타고 해외까지 판매하면 수익뽑을거라 생각이 나만 드는건가?
노트북 팔아서 버는 돈보다 영화관에 팔정도로 만들어서 팔면 수익 더 나올듯",6,,
광고,@lisna4234,11개월 전,"영화 제작 비용 70~80억 저거 만드는데 1~2억 밖에 안듦 그래서
뮤직비디오 만든겨",,,
광고,@user-sn1kx1cp8f,11개월 전(수정됨),"@lisna4234저게 1~2억 뿐이 안든다고요?
업계 사람이신가요?
제가 cf조명쪽에 1년 정도 일했을때 10년 전에도 애니로 cf 만들어도 저정도 매이저급 영상 퀄리티면
1~2억으로는 택도 없었는데요?",,,
광고,@ciara7882,2023-07-22,"ㅘ...처음 보고 헐 뭐야 심청?그러고 디즈니 들어가봤는데 없어서 뭐징 했는데
LG에서...ㅘ..",1,,
광고,@999-xz8lm,5개월 전,광고인데 감동을 주네,1,,
광고,@user-wt7jr9jy2l,2023-07-22,"어쨌든 죽는 건데, 반강제 자살이잖아. 살 수 있다는 것도 몰랐을 텐데 저런
분위기라고?",3,,
광고,@user-zo6ow3jh1d,2023-07-22,"Beautiful animation, music and voice. But something is
missing. She coudn't be positive to dive. The girl has to die because sailors buy
girls to sacrifice for sailing. There was so many young girls already died for many
ships and this time is HER turn. That's why she boarding this ship! They believed If
Only ONE girl die, the whole ship gonna be safe. Can you imagine how horroble this
is? They believed when fierce storms coming, it means the sea dragon wants human
body for eat. So she hesitated, but for all the crew's safe and their begging, she
covered her face by her long skirts and jump. Whether she knows how to swim or not,
no matter how long she hold her breath, She could't be safe by drowning into the
storming sea. She jumped and fainted immediately for fear of death. She could't even
think someone could rescue her or survive in such harsh weather. And the ship could
barely go through the storm safe except one girl and some stuffs. That's all her
father and normal people knows. And This is What I read about Shim-chung who
devoted.",6,,
광고,@user-gq4mm6mq3w,2023-07-22,개인이 만들었다니 잘했네요!!!,,,
광고,@minli8639,2023-07-22,와 이거 풀로 보면 재밌겠다,,,
광고,@mk-xe6jp,2023-07-22,와 대봑 성우 해도될듯,5,,
광고,@noel3679,2023-07-22,"공양미 삼백 석을 마련하려고 자살하려는 상황인데, 뭐 심해 탐험하러 가는 것처럼 묘사해놨네... 심청 본인이
용궁으로 직행하리라는 점을 미리 알고 있지 않은 이상에야, 한과 비통의 정서, 그리고 두려움의 감정까지가 엿보여야 정상인데. 너무 재기 발랄才氣
潑剌함. 신나는 대모험의 서막임 그냥. 디즈니풍 아트와 음악은 괜찮은데, 원작을 잘못 해석했음.",9,,
광고,@foxmovie7,2023-07-22,순간적으로 소오름이 확 멋저,,,
광고,@user-uk9my8ev9l,2023-07-22,내 생애 최고의 광고,,,
광고,@user-ug8jz3fw5z,2023-07-22,"애비때문에 공양미 삼백석 갚으려고 제물되어서 뛰어드는건데 이걸 용감한 여정으로 포장하네ㅋㅋ 어쩌란
건지",8,,
광고,@user-cf4mz5gb2g,2023-07-22,"아버지 눈 뜨게 하려고 공양미 받고 투신자살 하는 장면인데 심청이가 웰케 자신감뿜뿜하게
노래하냐?",4,,
광고,@user-bz2jd9fj9o,2023-07-22,"스토리 약간 바꾼거에요...원작이랑 약간
다르게...",,,
광고,@user-gh5xy8ph3u,2023-07-22,"영상도 아름답고 노래도 아름답다
처음 부터 끝까지 다 제작되었으면....",,,
광고,@basa_youtube,2023-07-22,disney simcheong dive!!!,2,,
광고,@AK--ys3fg,2023-07-22,이 영상에 감동받은 사람특 국뽕유튜브 챙겨봄,3,,
광고,@user-yi7jw4by6i,2023-07-22,"레드 슈즈보다 이게 더 나을듯
머같은 난쟁이 녹색들 안 나오겠지?",3,,
광고,@fighting_always,2023-07-22,Lg잘해따~~ 너무 좋아요 줄리아류님 고마워요,2,,
광고,@zew0.0,2023-07-22,노래 너무 좋다,,,
광고,@user-dh5tl7vs2r,2023-07-22,"음... 내가 노땅이어서 그런지는 모르겠지만,
왜? 심청이가 바다에 뛰어들고 싶어 안달이 난 사람으로 보일까...
아님 뭔가 예전부터 계획했던 일인 것처럼 보일까...
아버지의 눈을 뜨게 하기 위해 저렇게 바다에 빠졌다면... ㅋㅋㅋ
심청이는 사이코패스였을 것 같다.",3,,
광고,@WooYaDaBOY,2023-07-22,"대놓고 디즈니 베낀걸 자랑스럽게 광고를 만들어내보내네
ㄷㄷ",9,,
광고,@ssajangbaek,2023-07-22,"와 이건 걍 애니매이션으로 진행 시켜도 대박칠것같다. 디즈니풍 작화에 한복과 한국문화의 케미라니 이봐
진행시켜",2,,
광고,@user-mv2cu8ui7b,2023-07-22,LG 화이팅~ 더 많이 많이 흥해라,,,
광고,@Mafadubufu,2023-07-22,"아름다운 얘기라고요??????
대체 뭘본거임.. 심봉사가 눈도 못뜨고
딸이 도와주는거 아니면 잘 움직이지도 못하고..
가난해서 결국 아버지 먹여살릴려고
인신매매 겸 쌀 몇가마니 얻는대신 자기가
바닷속으로 뛰어들어
용왕한테 제물로 바친다는얘기 아니었나?
근데 이게 아름다운 얘기고 바다에 뛰어든
영웅 소녀처럼 묘사했네. 원작에선
심청이도 아버지 생각하면서 빠졌을만큼
심오하다 해피엔딩으로 마무리한 얘긴데
뭐가 안맞는데요.
+그나저나 제스처나 심청이가
인어공주 + 모아나 합친거같고
분위기도 디즈니 영화같은 뮤지컬 애니메이션
제스처 따라한게 참 맘에 걸리네요",3,,
광고,@user-jh7kw8hr8n,2023-07-22,"다 좋은데 배안에 프랍이 너무 유럽풍이라서 확 깸..글구 케릭터 디자인좀 디즈니에서 탈피했음
좋겠다.....",3,,
광고,@family4181,2023-07-22,"저 오늘 구독했어요 이 애니매이션에 반해서요
LG 전자 관계자 여러분 제발 애니매이션 영화를 풀영상으로 만들어주세요 심청전 스토리를 아주 멋지고 감동적이게요 그리고 이 노래하신분으로 꼭 노래
삽입해주세요",2,,
광고,@janegdx962,2023-07-22,오옷~열일해라 엘지!!!,,,
광고,@rilyralru00,2023-07-22,"찾아보니 노래와 디즈니버전 심청이는 그 한국계미국인인 여자분이 작사작곡하고, 디즈니 필터로 만든거고, 영상은
lg에서 국내애니회사?랑 협업해서 만든건가보네. 기술력은 정말 좋지만, 좀 눈에 거슬리는게 있다....
심청이가 인당수로 뛰어드는 장면은 모험심이 아니라 죽음에대한 두려움과 희생심으로 가득찬거라 밝을수가 없는데, 마치 모험을 떠나듯이 연출한점이 거슬림.
근데 그건또 원곡이 밝고 아름다워서 이렇게 영상을 만든것같긴함.
다른건 영상초반에 심청이뒤에있는 남자둘 복장이 띠용스러움... 웬 중국풍...? 심청전 동화만봐도 알수있는걸 왜 저런복장으로 했는지 의문임.
그리고 구도... 모아나랑 겨울왕국 본사람들은 느꼈을거임. 심청이가 걸어가는 장면 중 파도가 높게치는 부분은 모아나, 붉은 끈을 하늘높이 던지는 부분은
겨울왕국 엘사의 변신 장면이 떠오름. 오마주...라고 보기엔 다소무리라고 생각함... 국내에서 제작한거라고 들었는데 왜...이렇게 했는지
아쉬움...",6,,
광고,@oova7303,2023-07-22,"겨울왕국, 모아나 등 작품활동을 하신 최영재 애니메이터분께서 이 광고에
참여하셨기에 겨울왕국, 모아나 느낌이 나는것같아요",,,
광고,@oova7303,2023-07-22,"그리고 끌고가는건 중국인으로
알아요",,,
광고,@user-dl5ud6gw5v,2023-07-22,"걍 연출만 밝고 주체적인 느낌으로 하면 장땡인가 전래동화라지만 2022년에 아버지를 위해 인신공양하는 딸이
주체적이란 소리를 들을줄이야....별개로 노래는 좋은거 ㅇㅈ",8,,
광고,@HeroOfKiller,2023-07-22,ㄹㅇㅋㅋ,,,
광고,@KH-um9bk,2023-07-22,휴대폰사업접고 노트북에 더 집중한건가?? 멋지다 엘지!!,,,
광고,@user-yc3yv9fp5r,2023-07-22,보자마자 소름돋은 영상은 이게 처음이다.,2,,
광고,@user-tg4ww6ke8t,2023-07-22,"심청이가 시각장애 부친의 눈을 뜨게 하려고 공양미 300석에 팔려 자살하는 내용인데 이게 현시대에 아름다운
스토리가 될 수가 있나? LG가 절대 삼성을 이길 수 없는 이유가 여기있네
그리고 심청이 머리 흩날리는거 킹받음",4,,
광고,@Realization_vividdream,2023-07-22,"좋은데... 귀부분 머리카락 왜 ㅠㅠㅠㅠ 귀 보였으면 더 한국스러웠을 것
같다",3,,
광고,@hiddenseoul5832,2023-07-22,와 이렇게 만들면 너무 좋겠다,,,
광고,@user-cz9tj6zr7i,2023-07-22,"당연히 한글판도있겠죠??
아이들이랑봐야겠네요~
너무기대됩니다~~",,,
광고,@jaylee77777,2023-07-22,"뭐하러 디즈니가 만들어 주길 바래?
조만간 디즈니도 한국전래동화 한테 다 따라잡히겠다 ㅎㅎ",3,,
광고,@user-vy9hg6wj4m,2023-07-22,"할배요.... 홍삼캔디
압수",,,
광고,@Red_Art_play,2023-07-22,"영상 퀄리티는 잘 만들었지만 심청전 스토리 흐름상 뛰어드는 장면은 효녀로서 아버지에 대한 애정과 눈을 띄이게
하고 싶다는 간절함, 그리고 처지에 대한 비통함이 있어야 하는데 뭔가 좀 흐름이 당당하고 밝은 여성인건지? 죽으러 가는 건데 연출 핀트나 상황이 안맞는
어색한 느낌, 심청이가 왜 뛰어드는 건지 모르고 만든 영상 느낌이 아쉽네요.",7,,
광고,@user-rl5ew5fl9v,2023-07-22,"캐릭터에 대한 해석은 사람마다 다를 수도 있다고 생각합니다. 고전이라면
더더욱…저는 오히려 이 해석이 심청을 주체적이고 능동적으로 표현해서 너무 좋은데요. 표면적인 이유는 효를
위해서지만, 실직적으로는 자신의 의지를 펼칠 수 있는 자유롭고 새로운 세상으로 모험을 떠나기 위해서 뛰어든
거다,라는 해석이 심청을 단순히 효를 위해서 희생된 피조물이 아닌 스스로의 인생을 개척한 자유 의지를 가진 인간으로
만들어 준 것 같아서 기뻤습니다…!!",4,,
광고,@Red_Art_play,2023-07-22,"@user-rl5ew5fl9v심청전 제대로 이해하신거 맞나요? 뺑덕어멈에 속아서 공양미 300석에 팔려 제물이 되어 인당수에 죽으러 가는건데요?
저건 연출이 마치 자기가 부활할걸 알고 하는 행동이잖아요. 그러니 연출상 맥락으로 앞뒤가 전혀 안맞다는겁니다.
재해석하는건 좋은데 앞뒤 맥락이 없잖아요. 무슨 블랙코미디인가요. 애초에 난 부활할걸 아니깐 당당하게 죽으러
간다게...무슨 리제로인가? 이후 이야기도 용왕이 효심에 감동해서 심청이를 살려주는데 적어도 비장미라도 있으면
좋지, 스토리 맥락이 안맞잖아요. 차라리 부활하는 장면을 넣었으면 더 좋았을듯, 이건 너무 디즈니를 의식해서
오바한듯.",1,,
광고,@Red_Art_play,2023-07-22,"그리고 이전에 '왕후심청'이라고 남북합작으로 디즈니 2D 느낌으로 만든
애니도 있어요. 뮬란과 인어공주 합친 느낌의 애니메이션인데 프랑스 안시영화제에서 특별상까지 받은 작품이니 한번
보시길 바레요. 그리고 한가지 더 이야기 하자면 우리는 이 이야기를 잘 알고 있지만 모르는 외국인 입장에선 원작을
왜곡되게 받아드릴수 있다는 점도 생각해야 합니다. 그래서 재해석도 오해의 요소를 가급적 고려를 해야하는
겁니다.",1,,
광고,@katsudon9658,2023-07-22,"@user-rl5ew5fl9v눈먼애비 버리고 자유롭고 새로운 세상으로 모험을 떠나나요?? 용궁가서 용왕 멱살잡고 여의주라도 뺏어 오는건가요??
캐릭터에 대한 해석은 다르더라도 원작 스토리의 흐름은 살려야죠",,,
광고,@user-od2qi2fv3w,2023-07-22,"원래 노래 작곡가이신 줄리아 류 님께서는 이 노래가 심청이가 바다로 뛰어들
때 부르는 노래가 아니라 그 후에 새로운 세계로 모험을 떠나겠다는 다짐을 dive라고 표현한 은유적인 노래라고
하셨습니다. 다만 이건 어디까지나 광고이다 보니 스토리텔링보다는 애니메이션 퀄리티가 더 중요하고 그걸 가장 잘
표현할 수 있으면서도(노을, 파도, 뛰어들때 물살 등) 딱보면 심청전 얘기라는 걸 알 수 있는 장면이 저 뛰어내리는
장면이다보니 그렇게 만든 것 같습니다.",,,
광고,@HJ-ye4ri,2023-07-22,"와우!! 굉장히 디즈니 스러운데
한국적으로 잘 만들었네요!!
멋져요!!",,,
광고,@lovepresent,2023-07-22,"노래도, 영상도 예쁘다",,,
광고,@hempenful,2023-07-22,"서양 동화도 전부 각색이다.
원작은 잔인한거 많더만
우리도 많고 좋은 동화 많다
국내 제작사들아 각색좀 잘 해서 한국판 디즈니 되보자",3,,
광고,@user-ts6gt6jj5t,2023-07-22,흑인으로 안해줘서 고마워요 LG!,3,,
광고,@user-vm4cn7gj6g,2023-07-22,노래 정식 음원 안 나오나요ㅠㅠㅠ 너무 좋음,1,,
광고,@user-gl5if3eq9o,2023-07-22,"이 광고를 오늘 영화관에서 보고 왔는데 그야말로
웅장했습니다.",,,
광고,@siuuuuuuu563,2023-07-22,"영상,CG같은 기술 말고
다른곳에 초점을 맞춰보면,
심청이의 감정을 너무 잘못 이해한 것 같음
본인이 원해서 떨어지기는 했지만,
아버지를 위해 죽는다는게 저렇게 마냥 좋진 않을텐데,
저렇게 노래부르며 떨어지는건 좀 그런 것 같음.
평소같으면 ""이 영상의 목적은 기술력 보여주려는 거니까 넘어가자"" 했은텐데, 좀 더 찾아본 사람은 알겠지만, 저 영상의 다른 목적 중 하나가
외국인들에게 우리나라 문화를 홍보하려는 것임. 그런데, 저렇게 만들었다는걸 오히려 왜곡이 될 수 있음. 목적이 단지 기술력 홍보였다면 상관 없는데,
다른 목적이 있는 만큼 짚고 넘어가야한다고 생각함.",3,,
광고,@saiko-rz7jb,2023-07-22,"전체 내용에서 일부 각색한게 왜곡이라고 할정도인가요...? 책도 읽는
사람마다 독후감이 다르게 나오는데...?",1,,
광고,@bbang-lu4uc,2023-07-22,"창작물은 독자들마다 다르게 해석되는 장르예요. 그래서 예술이란 게 아름다운
거죠.",,,
광고,@fofo-ym1su,2023-07-22,"고전소설에 그런게 어딧음. 바리에이션도
ㅈㄴ많은데",,,
광고,@YOUTY_UT,2023-07-22,"포커스를 좀 더 '뛰어들 용기'보단 '효'에 집중해서 노래를 썼다면 어땠을까 싶고...
으음... 좋긴 한데.....",9,,
광고,@user-vk4pw5jj1y,2023-07-22,"LG 죽지않았네 ㅎㅎ줄리아 류씨도 대단하구
++ ㅁㅊㅁㅊ 줄리아 류씨가 집적 부른 고라니 ㄷ",,,
광고,@user-pu7kj3ef5e,2023-07-22,"예쁘다,,",2,,
광고,@user-ye7zs9zz7e,2023-07-22,"내가 꽉 막힌건지 몰라도 뭘 어떻게 해야 인신공양 이야기를 좋게 해석해서 광고로 써먹을 수 있는건지 잘
모르겠음. 나쁘게 보면 인신공양이고 광고처럼 재해석 했다고 해도 아무리 좋게 봐도 자살 찬양인데.. 효녀로 포장하기엔 너무 낡은 개념
아닌지",6,,
광고,@user-uo6vl7ok6x,2023-07-22,https://youtu.be/Z8W9PzEVcYM이거 보시면 이해가 되실 듯.,,,
광고,@user-fw4hv5wh5g,2023-07-22,"애니는 잘 만들었으나 심청이가 입수하려는 상황 생각해보면 저렇게까지 밝은 표정은 아닐텐데..ㅋㅋㅋ 이건
제작자가 원작 해석에 미스가 있었던거 아닌가..음…",4,,
광고,@saiko-rz7jb,2023-07-22,"전체 스토리에서 각색한거죠 ㅎㅎ 디즈니 애니메이션도 원작대로 만든 작품
거의 없을껄요... 오즈의 마법사도 사실 살벌한 스토리임...",1,,
광고,@bbang-lu4uc,2023-07-22,"원래 모든 스토리는 시대에 맞게 각색할 수도 있는
거지.",1,,
광고,@user-fw4hv5wh5g,2023-07-22,"@bbang-lu4uc글쎄요...전체적인 스토리가 잡혀있던것도 아니고 각색됐다기엔 추가적인 설명 없이 1~2분짜리 애니메이션으로 심청전의
한 장면을 보여주는건데 심청이 인당수에 몸던지기 직전 장면이 저렇게 밝고 모험을 떠나는 것 같은 분위기로 느껴진다?
적어도 원작의 내용을 아는 사람이라면 이질감이 느껴질 수 밖에 없는 상황이지 않나요ㅋㅋ 영상미가 매력적인건
인정하겠지만...뭐 님한테는 그렇지 않았나보죠",4,,
광고,@higoogle-gihwaja,2023-07-22,와~~~~ 와~~~ 이건 진짜 와~~~,,,
광고,@user-iw4yx7ct6d,2023-07-22,"한국의 기업과 인재들이 힘을 합하면 디즈니의 겨울왕국 같은 작품도 가능하겠다는 생각이 드네요. 부디 준비된
인재들과 기업들이 만나서 제대로 한 번 세계를 놀라게 할 작품이 나오기를 바랍니다.",1,,
광고,@user-vj9hn4xh5h,2023-07-22,"별로다 인신매매 스토리도 쪽팔리고 어거지 국뽕 쪽팔려 노래랑 기술만
아까울뿐",10,,
광고,@luvluvdarling5238,2023-07-22,"심청전,선녀와
나무꾼,콩쥐밭쥐",,,
광고,@katsudon9658,2023-07-22,"심청이 인당수 빠지는데 무슨 여전사 전쟁 나가는줄 알겠네. 심청전 보면 심청이가 공양미 300석에 팔려갈때부터
바다 빠질때 까지 내내 혼자남을 아버지 걱정만 하고 집안재산 아무것도 없어 아버지 굶으실 걱정만 하다가 눈이라도 뜨시라고 인당수 빠지는 스토리인데
영상만 보면 무슨 뮬란인줄.... 뭔 노래가 막지못해, 파도가 몰아쳐도, 여정은 시작이얔ㅋㅋㅋㅋㅋ 겨울왕국뽕을 너무 심하게 맞은거
아냐??",11,,
