출처,작성자,날짜,내용,공감,답글수,원댓글ID
뉴스,@user-dc9qg6qf4c,2023-07-22 11:18:08,"원래 있는걸 다르게 말하면 그걸 누가 받아 들이냐???
그것도 이름도 똑같이 했는데?
우리가 아는 심청이 가 다르게 퍼지면????
그게 같은 심청이 냐?
막말로 외곡 이지?
툭 하면 무슨 꼰대 꼰대 ㅇㅈㄹ 하고 있는데
할 말 없으면 그냥 하지마
꼰대 라고 찍어두고 개 소 리 하면
니 말빨이 강한줄???",0,,UgxbpWScr8bJCMBthm94AaABAg.9gl2Gdhg5cP9guNGv8f-Hz
뉴스,@avichiiii,2023-07-22 11:18:08," @user-dc9qg6qf4c  말투부터 단어,맞춤법까지
저 꼰대에요~라고 하는 꼴 ㅋㅋㅋ 티를 너무 내신다",1,,UgxbpWScr8bJCMBthm94AaABAg.9gl2Gdhg5cP9guvjDqQcY9
뉴스,@user-dc9qg6qf4c,2023-07-22 11:18:08," @user-dt6mv2zp4s  무슨 개 논리인지ㅋㅋ
니말에 반박하면 꼰대 고
동의하면mz냐?ㅋㅋㅋㅋㅋㅋㅋ
맞는말 하면 인정하기 싫어서
꼰대꼰대 ㅇㅈㄹ하는 것들이 무슨ㅋㅋㅋㅋ",0,,UgxbpWScr8bJCMBthm94AaABAg.9gl2Gdhg5cP9gyOWzDLo5i
뉴스,@dduckrockbaby6897,2023-07-22 11:18:04,심청? 한복만 입었지 얼굴은 딱 서양인인데?,0,,UgxcJRuyEB7ZC381LEl4AaABAg
뉴스,@user-yl9kt8oq8c,2023-07-22 11:18:09,뮬란이나 포카혼타스 같은 느낌으로 그려주지ᆢ너무 픽사 스타일의 느낌인데,0,,UgxcN40IWr1DhArzoN54AaABAg
뉴스,@user-ds4qq3kn7f,2023-07-22 11:18:06,"대한민국 : 우리나라 캐릭터도 많들어줘!
디즈니 : 뭐래?! ㅡㅡ
대한민국 : 아 ㅆㅂ 더러워서 직접 만들고 만다 ㅗㅡㅡㅗ 이거나 드셔 디즈니",0,,Ugxd5_C2QkJw-a9cbv94AaABAg
뉴스,@Ahn_goon,2023-07-22 11:17:49,"너무 멋지네요 ㅠㅠㅠ
바보온달과 평강공주도 디즈니화 나오면 너무 멋있을거 같아요.",0,,UgxdCgAzP2B62R0dQv94AaABAg
뉴스,@user-zf6he2fw1t,2023-07-22 11:17:53,"근데 생각해보면 한국 전래동화 애니화해서 각색하면 괜찮아 보이는 스토리들이 꽤 있어보임 온달과 평강공주, 홍길동전, 흥부와 놀부 등 물론 권선징악이라는 클리셰이지만 각색하면 충분히 매력있지않을까",0,,UgxdLpwJEF_-ZCUhNxt4AaABAg
뉴스,@mool_tissue,2023-07-22 11:17:47,딱 숨참고 인당수 다이브 한 번만 하면 고양이 삼백석이?,0,,UgxdmaMdO6SG0sLYAHd4AaABAg
뉴스,@user-iu2mq8hr1k,2023-07-22 11:18:08,"이번엔 쭝꿔들 가만히 않있나?ㅋ
또 지들꺼라고 ㅂㄷㅂㄷ 될텐데 ㅋㅋㅋ",0,,Ugxdq5_H50blytMwYex4AaABAg
뉴스,@LostArk-JS,2023-07-22 11:17:52,오 뜬다,0,,Ugxe4mBjqQe0lH5HHhh4AaABAg
뉴스,@user-kaczynski,,디즈니는 친중이라 불매 중입니다.. 나중에 심청전도 중국화시킬지 걱정이네요..,2,,UgxeJk6C9ukOcRAStxJ4AaABAg
뉴스,@cccr6166,2023-07-22 11:18:02,심청전 으와......이런생각을..머찐 이 사람은 누구인가요...대단!!!,0,,UgxeWly72YscctBx0Bl4AaABAg
뉴스,@user-qd6gd1rz6p,2023-07-22 11:17:56,그래도 심청이는 흑인이 안되서 다행입니다,0,,Ugxe__Q1xsczMPrqsc54AaABAg
뉴스,@user-tc4wg2uy3d,2023-07-22 11:17:53,유튜브 광고를 겁나 뿌려대니 볼수밖에 ㅎㅎ ... 근데 볼수록 겨울왕국 생각나는건....,0,,Ugxf8rCSvdEAFCXhp_p4AaABAg
뉴스,@Jay-nl8sk,2023-07-22 11:17:48,"조금 더 착 붙고 댕기가 돋보이는 단정한 땋은머리였다면 하는 생각이 들었었어요
어릴때 본 장금이 애니메이션이 생각나요",0,,UgxfBOmpCf2qstwkabh4AaABAg
뉴스,@makelifewell,2023-07-22 11:17:48,"뭐여,. 이렇게 만들어 놓으니까 왤케 찡하누.",0,,Ugxfb8oKnvlK_U80Jsl4AaABAg
뉴스,@user-ul5cv7gf5v,2023-07-22 11:17:47,대박!!!,0,,UgxfqV4xF3-GKuQYVj54AaABAg
뉴스,@ShePingPing,2023-07-22 11:17:46,심청전은 정말 미개한 이야기다.. 산 사람을 제단에 바치는 인신공양 문화에.. 늙은 사람 눈 뜨게 하려고 젊은 사람 목숨을 바친다는 인류 보편적 가치를 벗어나는 어디서도 인정 받을 수 없는 기괴한 효사상..,1,1,UgxftRjH_MUFZZS_2_d4AaABAg
뉴스,@user-rv5no2tj7w,2023-07-22 11:17:47,결론:심청 왕비됨..아빠눈뜸..용왕이랑 친함,0,,UgxftRjH_MUFZZS_2_d4AaABAg.9h3gs9kS_KU9hEApgJV0XC
뉴스,@user-ep7sm3rn6o,2023-07-22 11:17:47,오호,0,,Ugxfvs310JTgMfUu1yl4AaABAg
뉴스,@lee-zg4sq,2023-07-22 11:18:06,동정이 없어 젤 포인트인데 단청에도 흰색 끝마무리가 특징인데 ..,0,,UgxfwTxTviTKRGyS-SR4AaABAg
뉴스,@valorantnightmarkettj1451,2023-07-22 11:17:46,역시 하버드 간 사람들은 다 대단 그자체..,0,,Ugxg2AxhYNYeHkgUGc14AaABAg
뉴스,@berkeeren2892,2023-07-22 11:18:06,왠지 중국에서 심청전도 중국꺼라고 할듯,0,,Ugxg8Gep4vWUMv8ObE14AaABAg
뉴스,@chlqudrn,2023-07-22 11:18:02,"근데 결국 디즈니잖어....그렇다고 한국적인 신토불이를 말하는 건 절대 아님 단 디즈니, 일본 망가가 아닌 보편성을 띠는 한국적인 만화가 나와야 됨 ㅋㅋ 모순되는 이야기지만 원래 큰 성공은 모순 속에 답이 있다 지구의 생명도 모순적인 단계에 도달. 한계가 왔을 때 진화라는 답으로 해결했다... 물론 또 다른 모순의 시작이지만...",1,,UgxgV9yk-jNQ1f8D5CV4AaABAg
뉴스,@user-zh7lv1sd6e,2023-07-22 11:18:04,oh my god.오 나의 갓을쓴 한국인이시여.감사합니다.과거 찬란한 세계문명지도자시여.,0,,UgxgWU6fzs1rN5UgeQR4AaABAg
뉴스,@redhood2336,2023-07-22 11:17:52,흑어인을 좋아하는 디즈니는 각성하라,1,,Ugxh2eFoSMpc_bDPzAF4AaABAg
뉴스,@user-gv2rt8mh8c,,되게 발상이 신선하다.디즈니도 하는데 한국고전구전동화 못할게 없지. 콩쥐팥쥐 장화홍련 홍길동전 흥부놀부 선녀와나뭇꾼 춘향전 별주부전 구미호 다 만들면 될듯. 안되면 한국에서 만들어. 캐릭터만드는게 일이지.,0,,Ugxh_k32SeR0Hi3oVYJ4AaABAg
뉴스,@ssmpower,2023-07-22 11:17:49,와우,0,,Ugxhb0gVIB43mrX3q3h4AaABAg
뉴스,@heemy4683,2023-07-22 11:18:12,야만적이고 미개한 내용 별로 알리고싶지않음,12,14,UgxhnUSpVFy9lkhdzrR4AaABAg
뉴스,@user-nc3yb5tw8t,2023-07-22 11:18:14,효심을 알리는 의미로는 좋을것같습니다,3,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkx8s07ZMy
뉴스,@user-zw9vw1eh7y,2023-07-22 11:18:14,각색하면 될 듯 한데,4,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkxGwogfVi
뉴스,@pj9342,2023-07-22 11:18:14,포카혼타스는 문명적인 얘기임? ㅋㅋㅋㅋ 알못이 도덕적 우월감과 아는척이 결합되면 이렇게된다 다들조심해라,6,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkxelpflKX
뉴스,@user-jc2wf1xw4h,2023-07-22 11:18:14,대한민국 /심청이 /한복 /효심 / 이게 널리 알려지는게 싫은게 아니고?,1,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkxwJu1r_7
뉴스,@lennox6003,,"백설공주, 신데렐라, 인어공주 안보셨나봐요?
보시면 그 야만적이고 미개함에 깜짝 놀라실듯ㅋㅋ",4,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gky-7SCJxn
뉴스,@user-zi4bq3vc8b,2023-07-22 11:18:14,"사람을 제물이라 오판한게 우리나라만 있던 일도 아니고
저게 맞다고 미화 하는것도 아니고
역시 삐뚫어진 시각을 가지면 이따구로 판단하는구나
너 좌빨 페미지 아닌척 하겠지만",1,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkyCj-Hj8o
뉴스,@user-pk7gf4el4p,2023-07-22 11:18:15,왠지 집에서 한남 소리 치면서 한줄 접힌 뱃살을 어제 먹던 족발 뼈로 글적이는 모습이 상상되네,1,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkyFLxl0Lb
뉴스,@삼한,2023-07-22 11:18:15,니 인생 말하는거지?,2,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkyoS3l5aR
뉴스,@tomato6348,2023-07-22 11:18:15,"전세계에 다있는 문화에요. 순장개념도 인신공양입니다.

종교적인 이유로 마녀 사냥하는것도 같은 개념
왕이나 귀족의 순장도 같은 개념

야만적이고 미개한 이미지는 아즈텍이나 마야문명 이미지일뿐
유럽 아시아 아프리카 북미 남미 인도 중국 이집트 다 있던 문화에요. 
한국도 순장이라는 개념이 있음 (신분이 높은 사람이 죽으면 부인 노비 다 죽여서 같이 묻었음 )",2,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkytC13g0y
뉴스,@tomato6348,, @lennox6003  그림형제 안데르센 작품들을 원작으로 봐야 할텐데....다들 디즈니로 배워서 ㅎㅎㅎ,2,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkz0RxbJkc
뉴스,@user-ho7ur2bv5c,2023-07-22 11:18:15,지랄은 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gkz3_atrXL
뉴스,@user-et7gf3uf5o,2023-07-22 11:18:15,안데르센 진짜 잔인 극악무도함,0,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gl-7d1XmN4
뉴스,@user-qz1wo6cq3i,,인신공양은 어느나라던 있던 문화임 과거의 전래동화를 부끄러워하기 보다는 이런 기본지식도 없는 지능을 부끄러워해야함,1,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89gl3bby_G90
뉴스,@dkal7671,2023-07-22 11:18:15,"저 동화가 생긴 시대상에서 지금의 윤리의식을 들이밀면 안되지

야만적이라면 야만적이고 미개하다면 미개할 수 있지만 저런 시대였기에 용인될법한 내용인거임",0,,UgxhnUSpVFy9lkhdzrR4AaABAg.9gkw32P3EE89glp_PhVpfD
뉴스,@junykang,2023-07-22 11:17:50,심청전이라는 우리의 고전의 저작권이 디즈니에 빼앗기고 마는구나.,0,1,Ugxi75xOSjPWsbkV63t4AaABAg
뉴스,@junykang,2023-07-22 11:17:51,한국이 디즈니 주식을 다 사버리자.,0,,Ugxi75xOSjPWsbkV63t4AaABAg.9grbFhmH-bF9grbLrcrD4J
뉴스,@millcoo0331,2023-07-22 11:17:55,중국:,0,,Ugxi9D6qeiT6r0wjR2F4AaABAg
뉴스,@GazaeMan,2023-07-22 11:17:49,"자살할 때 틀면 행복하게 자살 할 수 있겠노 ㅋㅋ 
평생을 기다려왔어~~",0,,UgxirNLZB3KnmC7Fy-d4AaABAg
뉴스,@Blue_Candy91,2023-07-22 11:18:07,광고로 본거겠지.. 겁나 나오더만,0,,UgxjK-HXIg7W6I17lw54AaABAg
뉴스,@boybisful,2023-07-22 11:17:46,한국계미국인 이라고했다가 한인드립치네 그냥 미국인임 -_-,1,,UgxjQLwjLOwpf1R0dzN4AaABAg
뉴스,@user-rv3xm2jo9o,2023-07-22 11:18:08,주작,0,,Ugxk4thoSd55n5zsb0h4AaABAg
뉴스,@Ola-210,2023-07-22 11:17:55,헐 진짜 잘만들었엌ㅋㅋ,0,,UgxkQBCUDFyJTAehbWZ4AaABAg
뉴스,@rlwjddms9126,2023-07-22 11:18:04,"디즈니 작품이면 안됨
저작권도 없는거 디즈니가 돈 다가져감",0,,Ugxl9Syl_MhxHbhREG54AaABAg
뉴스,@mayh4438,2023-07-22 11:17:58,노래도 너무 좋던데,0,,Ugxlf0i5fO6bgLrbyPN4AaABAg
뉴스,@user-bi1fu7gi3r,,진짜 우리나라 고전으로 세계진출 쌉가능 ㅇㅈ?,0,,Ugxm5qWwy9OYAuLLgix4AaABAg
뉴스,@wonseoksong3856,2023-07-22 11:17:49,중국이 또 자기들거라고 우기기 시작 하겠구먼,0,,Ugxm6rwIvQlbWEpZkgF4AaABAg
뉴스,@R.breeze,2023-07-22 11:18:01,디즈니 스타일 뺑덕어멈도 궁금.ㅎㅎ,0,,Ugxn3DjgJohcjhITv454AaABAg
뉴스,@iyaralpha2060,2023-07-22 11:17:51,디즈니인줄,0,,UgxnLkczG1S6F1zwmVB4AaABAg
뉴스,@user-ph4ir4yu4s,2023-07-22 11:18:07,이건 흑인으로 안나왔네 ㅋㅋ,0,,UgxnXlazSvo4tCLk5_B4AaABAg
뉴스,@Candy_duck,2023-07-22 11:18:01,조만간 또 중국이 발악하겠네...,0,,UgxnlwdVCqWQ9eTdcoZ4AaABAg
뉴스,@mammon123,2023-07-22 11:18:04,"이제 디즈니랑 정식계약가자.
그럼 흑인으로 다시 만들어져서 나올거다.",0,,UgxnxviBA6bq7pEMfL54AaABAg
뉴스,@kki-yooooo-ot,2023-07-22 11:17:59,극장개봉가자,0,,Ugxo5TpcglC8MoRr4v14AaABAg
뉴스,@poongsin,2023-07-22 11:18:02,"무슨 보도가 내용이 없네요. 한인 하버드생이 애니메이션 전체를 제작했다는 건지, 컨셉 아트를 그렸다는 건지, LG가 용역을 줬다는 건지... 무슨 보도가 이래요",1,,UgxoSGR0aZogx__HCvx4AaABAg
뉴스,@user-ue8or2nx3y,2023-07-22 11:18:08,중국에서 또 지네 한복 사용했다고 부들거리는게 보이네,0,,UgxoSrSdQmO7q-3Xbj54AaABAg
뉴스,@gtsylee,2023-07-22 11:17:53,bravo!!!,0,,UgxogHozo2wenT4DR0V4AaABAg
뉴스,@joshuakim5505,2023-07-22 11:17:52,이제 여기 나오는 여주도 실사화 가면 흑인 나와야 하는거 아님 흑인 쿼터제 잖아 ㅋㅋㅋ,0,,UgxosqK_ynqwsA5dkV94AaABAg
뉴스,@hakjin85,2023-07-22 11:18:07,은비까비 수출하자,0,,Ugxpbf6fFIfhdMMvjNh4AaABAg
뉴스,@nitric_nitrogen,2023-07-22 11:17:50,"중국인:어라?저거 한푸인데?
한국인:응 개소리 집어치우시고
중국인:아무튼 우리꺼야!뻭!
한국인:?",0,,UgxpiLQW8AKnEmWb2v94AaABAg
뉴스,@mangwonfish,2023-07-22 11:17:50,ㅂ ㅅ같던데...역시 디즈니는 도저히 따라잡을 수 없다는걸 여실히 보여준것,0,,UgxqKQw8wh2Vt5Yk0x14AaABAg
뉴스,@user-ey8hi4hq2p,2023-07-22 11:17:53,디즈니 분발해!! 한국이 세계적으로 먹혀,0,,UgxqclaRg-RYdwRE4EB4AaABAg
뉴스,@user-hg2go8yb5h,2023-07-22 11:17:57,오홋!!¡!!,0,,UgxqomiOgZ9bCvi5_KB4AaABAg
뉴스,@RANGA_is_CAT,2023-07-22 11:17:55,디즈니에서 만들면 또 흑인으로 주인공하려 해서 안됩니다~~!!!,0,,Ugxqtb_QOXOtQcvq3iN4AaABAg
뉴스,@user-el1zo8lf4d,2023-07-22 11:18:01,혼자 작업을 했나요? 대단합니다.,0,,Ugxqyw1zVRdzaEhx9lN4AaABAg
뉴스,@scouttt547,2023-07-22 11:17:46,응 디즈니 심청이면 흑인에 레즈비언으로 나와~,0,,Ugxr66CQkc2MPy5ae_R4AaABAg
뉴스,@user-pk7gf4el4p,2023-07-22 11:18:12,디즈니 보자마자 드는생각이 흑인에 레즈인 심청과 심봉사는 사실 백인이고 게이였다는 설정을 붙였나? 이생각했음,1,3,Ugxrtn-Eg_7UR-5dWxF4AaABAg
뉴스,@user-no2bh9yw5j,2023-07-22 11:18:14,ㅇㅋ,1,,Ugxrtn-Eg_7UR-5dWxF4AaABAg.9gky41QVD6w9gkzMY8Nmnd
뉴스,@lights_on_,2023-07-22 11:18:14,노잼,1,,Ugxrtn-Eg_7UR-5dWxF4AaABAg.9gky41QVD6w9gkzYI5UTy-
뉴스,@user-et7gf3uf5o,2023-07-22 11:18:14,"피부색인표 보면 북쪽 우리나라 사람들이 
맑고 하얀 피부임.
백인보다 더 하얗게 보일때도 있음.",0,,Ugxrtn-Eg_7UR-5dWxF4AaABAg.9gky41QVD6w9gl-ZPGk42z
뉴스,@mr.k1775,2023-07-22 11:17:53,전 광고 안봤는데 세탁기 광고 인가요?,0,,Ugxs2wNRpB5ySYl-Z0V4AaABAg
뉴스,@tennistennis2871,2023-07-22 11:18:04,개썩은 헬조선시대 이야기 때려치우라우,0,,UgxsR_E8EHBr4Ei2pmd4AaABAg
뉴스,@user-cx6zi2wq6s,2023-07-22 11:17:57,진짜 우리 전래동화 디즈니 소재로 깔쌈하게 뽑을 것들 많은데,0,,UgxsfClxTur1ad3zbjZ4AaABAg
뉴스,@user-hu3uq9ug9z,2023-07-22 11:17:48,저거 광고나올때마다 재미있어서 끝날때까지 봤는데 ㅋㅋ,0,,UgxsvTfi5HF-d0EwiJh4AaABAg
뉴스,@yuns5626,,심청이 하나로 1400만을 씹어먹는 파괴력...그런데 왜 우리나라와 관련된 것들은 애니에도 게임에도 없을까? 라고 생각했는데 몇몇 댓글을 읽어보니 왜 인지 알 것 같군요.,0,,UgxtX_BFvHDf-YbKgqV4AaABAg
뉴스,@user-ue9ii4nd2c,2023-07-22 11:18:05,와 ~~ 겨울왕국 느낌이 영화로 맨들어야 한다,0,,UgxuOVFKzm9GjaBfGDR4AaABAg
뉴스,@user-gv2rt8mh8c,2023-07-22 11:17:58,문제가 많은건 각색해야지. 디즈니캐릭터로 만들면 백퍼 소송당함. 뽀로로 캐릭터나 창작캐릭터 만들어야지.,0,,UgxuR6K2TLzwcI83gMZ4AaABAg
뉴스,@MaliciousCodeData.,2023-07-22 11:18:07,뭐여 ??? 조선시대 엘사여?????,0,,UgxuYtsMMEHx7aFqAp14AaABAg
뉴스,@ony4324,2023-07-22 11:17:53,그래서 이 영화 언제 개봉하나요,0,,Ugxudi8vGjgTUanuJ8F4AaABAg
뉴스,@user-de3yl2nn3j,2024-05-22 11:17:46,디즈니 만들어 ❤❤❤❤❤❤❤❤😂😂😂😂😂,0,,UgxvAvzqf_Cws11lIIx4AaABAg
뉴스,@user-noname1jr838d,2023-07-22 11:18:06,"??: 공주가 아버지를 위해 바닷속에 몸을 던지는 것은 저희 pc주의와 맞지 않으니 쌀 삼백 석을 얻고자 하는 야망을 위해 어쩔 수 없이 아버지를 바다 속에 던지는 것으로 하겠습니다.
또한 심청이는 조선인임에도 흑인일 수 있습니다. 왜 조선시대라고 흑인이 있을 수 없다고 생각하는거죠?",4,1,UgxvCsYf05Cai4xgHHd4AaABAg
뉴스,@orinalda6533,2023-07-22 11:18:06,거기에 심청이는 레인보우 성소수자로 나와서 마지막에 또다른 레즈여주랑 재회하는거로하면 완벽ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,,UgxvCsYf05Cai4xgHHd4AaABAg.9gl3IC3H8bl9gmcKu-CbDj
뉴스,@user-qg1sq8yd9d,,"심청전 스토리 자체가 요즘 문화로 소화하기엔 문제가 많아.... 아빠 눈뜨게 하겠다고 자식이 지 목숨 버리는 설정이 효도인가? 감동적이야? 이게 애들에게 들려줄만한가? 뱃사람들이 지들 장사 손해 안보려고 사람을 제물로 바다에 빠치는게 제정신이야? 공양미 갈취하려는 땡중, 남편 등골브레이커 뺑덕, 정신 못차리고 공양미 약속하는 심학규... 스토리 후반부의 미화질로 전반부의 잔혹스토리가 미화되고있잖아. 그당시엔 통용될만한 스토리였겠지만 지금은 아니다..
이건뭐 명예살인 정당화하는 미개국 생각이 나네....",11,6,UgxvRGJZb60hVdpiXvF4AaABAg
뉴스,@orinalda6533,2023-07-22 11:17:58,"어쩔수없지 저 시대에 나올수있는 발상들이고 시대적 문화라는게 있고 그때는 풍자해악을 저렇게 했으니, 님 말대로 그대로 나오기엔 문제가 많으니 약간의 각색은 이루어져야할듯 근데 악역들은 뭐 라이온킹봐도 스카 레베루정도라 문제없을듯. 그렇게 따지면 수리남 넷플땜에 국가 마약국이라고 소송하는거 걱정하는거랑 비슷할듯",2,,UgxvRGJZb60hVdpiXvF4AaABAg.9gmUbbSc_KU9gmbl7uKV8k
뉴스,@user-qg1sq8yd9d,2023-07-22 11:17:58, @orinalda6533  댓글 후반 라이온킹 수리남 얘기가 뭔뜻인지 이해안감....,0,,UgxvRGJZb60hVdpiXvF4AaABAg.9gmUbbSc_KU9gp5wMKZFzx
뉴스,@orinalda6533,, @user-qg1sq8yd9d  아 땡중 뺑덕엄니같은 악역은 같은 애니메이션 중 하나인 라이온킹의 악역 스카만봐도 비슷한 레벨로 비춰질거같고 이거때문에 인신공양했던 한국이 미개하다고 하시는게 수리남 넷플 보시고 수리남은 = 마약국가 라고 세뇌되시는거랑 비슷하다고 말씀드린거,0,,UgxvRGJZb60hVdpiXvF4AaABAg.9gmUbbSc_KU9graDgPXnfX
뉴스,@user-qg1sq8yd9d,2023-07-22 11:17:58, @orinalda6533  라이언킹 빌런과 뺑덕 등의 빌런을 연결 시킨거에 뭔 뜻이 있는줄 알았는데... 그냥 아~ 무 이유가 없는거네... 수리남 갖다 붙인것도 그래... 이거뭐 센스부족인가... 요즘 누가 그따위 생각을하나.. 그럼 헐리우드 영화보면 미국이 전세계 악의축 이라고 생각하겠네? 머리가 좀 이상하신듯.,0,,UgxvRGJZb60hVdpiXvF4AaABAg.9gmUbbSc_KU9gswX1hEoeC
뉴스,@orinalda6533,," @user-qg1sq8yd9d  아니 그게 님이라고ㅋㅋㅋ 혼자 과몰입해서 심청이 보고 ""이건뭐 명예살인 정당화하는 미개국 생각이 나네....""이런말 하는 사람이? 심청이 애니메이션 저 퀄로 만들었으면 그냥 그거를 봐 이상한데 몰입해서 부들부들대지말고 앜",1,,UgxvRGJZb60hVdpiXvF4AaABAg.9gmUbbSc_KU9gu4leEg4Sh
뉴스,@user-bo1pi8vq6d,2023-07-22 11:17:58,"그니깐 계속된 각색을 하고 현대에 맞게 만들어내는게 우리가 할 일이지
애초에 심청전도 각색 쥰내된거임
원작은 중국 송나라 배경에다가 싹다 중국인이고 조선엔 오지도 않음
조선시대에 읽히고 읽히다보니깐 수정된거지
조선시대 새책이라고 책 대여시스템이 성행했은데 거기에 누군가 적은 낙서를 보거나 자기가 추가를 해서 이름모를 작가가 수정하고 
백설공주는 원작에서는 친엄마가 딸 암살할려는거였음
지금 우리가 읽는 책들에서는 그런게 없자너
계속된 각색이 없다면 나중엔 심청전을 역사 문헌에서나 볼꺼임",0,,UgxvRGJZb60hVdpiXvF4AaABAg.9gmUbbSc_KU9gugEbynROP
뉴스,@user-mk7mt9lq8q,2023-07-22 11:18:06,중국 : 한국이 심청이를 훔쳐갔다.,0,,UgxvTH8EdvT1i_96Jll4AaABAg
뉴스,@user-hd8wi2ie6s,2023-07-22 11:18:00,외모 비율이 동양인이 아닌데 서양인처럼 성형한 외모의 현대식 캐릭터네 .. 진실된 한국인 얼굴인 뮬란에서 얼굴은 더 크게 키는 더 작게 나와야됨 성형이란게없고 초 현실반영된 옛날 초상화들처럼,1,1,UgxwaK8fcYB5R33FtW54AaABAg
뉴스,@IzumiHikaru,2023-07-22 11:18:01,"그럼 다른 디즈니 프린세스들 외모는 옛날 배경 잘도 반영해서 그렇게 나왔겠다 그죠?^^ 
어떤 교육을 받아야 이렇게 멍청해질까",0,,UgxwaK8fcYB5R33FtW54AaABAg.9gloNUDIS7G9glvrYOlzix
